=== Uniform Weight Distribution Mode ===

--- Execution Info ---
Total Participants: 8
Total Threshold(Weight): 10
Maximum Weight: 4

Signing Participants:
Participant 0 (Weight: 1)
Participant 1 (Weight: 2)
Participant 2 (Weight: 3)
Participant 3 (Weight: 4)
Signing Participants Total Weight: 10

# REG-ADAPT benchmark
# args_N=20 args_threshold=10 setup_ns=31885583 repeats=30 target=0 cert=full local=true stale_ttl=2 sequence=false audit_exact=false audit_point_offset=0
# ADAPT-style sequence demo under REG metadata guard
# demo_step=1 op=TIncrease delta=50 accepted=true old_t=100 new_t=150 final_exposure=99 transient_exposure=99 reason="accepted"
# demo_step=2 op=WIncrease delta=50 accepted=true old_t=150 new_t=150 final_exposure=149 transient_exposure=149 reason="accepted"
# demo_step=3 op=TDecrease delta=50 accepted=false old_t=150 new_t=100 final_exposure=199 transient_exposure=249 reason="final exposure reaches threshold"
# exact-rank tightness demo threshold=2 conservative_final=2 exact_final=1 conservative_rejects=true exact_accepts=true
op,target,delta,accepted,reason,old_epoch,new_epoch,old_t,new_t,old_exposure,final_exposure,transient_exposure,live_rows,stale_rows,public_rows,cert_weight,cert_verified,exact_final_rank,exact_transient_rank,metadata_guard_ns,cert_online_ns,cert_full_ns,local_compute_ns,local_verify_ns,local_update_ns,local_total_ns,total_ns,exact_rank_audit_ns
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,16916,0,4622875,2564791,2686083,11625,7484875,12125709,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17000,0,4501458,2377625,3360792,12042,7835792,12354916,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,16792,0,4728875,2225250,2014209,172375,6458042,11204042,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,16000,0,4356041,3273792,6523375,0,11847166,16220458,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,17542,0,4812500,2286625,2735125,13209,7122541,11954041,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,16833,0,5406041,2738583,2338667,12208,7131750,12555167,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,15875,0,4626541,2084250,1967625,187083,6249125,10892292,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,15583,0,4819584,3300000,6633959,0,11986709,16822334,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,16208,0,4838000,2402959,2387833,13583,6825167,11679875,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,16166,0,4637958,2788167,2778667,9584,7700166,12354792,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,15416,0,4614667,2237334,2103792,202292,6678209,11309459,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,20917,0,4846334,3342459,7112709,0,12491916,17360625,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,16792,0,4904459,2445541,2599708,21500,7087250,12009042,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,16917,0,5060459,2438709,2963625,10750,7481125,12559666,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,16000,0,5349000,2703750,1988375,207542,7143459,12509542,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,22833,0,4862041,3182125,6983458,0,12261334,17147209,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,17125,0,4832958,2320084,3088709,14917,7597166,12448708,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17209,0,4799708,2587958,2866791,10958,7576625,12394667,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,16625,0,4754375,2367500,2016583,224916,6678375,11450458,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,16667,0,4707875,3321125,6693417,0,12131500,16856792,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,16833,0,4701667,2467208,2703333,15833,7206542,11926708,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17250,0,4705875,2363167,2896166,9625,7325959,12049834,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,18208,0,4969750,2881709,2030291,186125,7117291,12106334,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,27042,0,4949666,3058250,6719167,0,11937916,16915625,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,17125,0,4948042,2281667,2835375,10417,7374334,12341459,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17417,0,5133209,3052917,3058625,12875,8148458,13300083,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,17208,0,4645125,2259791,1970458,198541,6492167,11155625,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,16250,0,4982167,3164083,6827250,0,12017584,17016750,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,17750,0,4977167,2337750,2743834,11625,7182958,12180458,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,18958,0,4966084,2705917,3970833,10208,8860917,13847125,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,17584,0,4883916,4086000,1949916,262500,8337542,13240458,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,19083,0,5491125,3967042,6816250,0,12850333,18363291,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,16917,0,5066542,2650042,2881541,15166,7564875,12649542,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,18417,0,4695083,2500583,3196333,12917,7878417,12592917,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,16875,0,4846541,2218791,1938834,169875,6340542,11205458,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,16666,0,4656458,3202750,6536792,0,12262125,16936125,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,16833,0,4860167,2306333,2789584,15083,7494250,12372125,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17000,0,5031083,3379000,3486250,10125,8912583,13962125,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,17458,0,4914334,2331291,2128417,211084,6750709,11683666,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,17041,0,5813750,3492958,8380583,0,13993000,19825042,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,17042,0,5185875,2440750,2854417,20791,7437792,12642167,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17959,0,5338125,4760625,3163666,14250,10286250,15643500,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,17084,0,5437417,2428250,2347458,229583,7027500,12483291,0
