op,target,delta,accepted,reason,old_epoch,new_epoch,old_t,new_t,old_exposure,final_exposure,transient_exposure,live_rows,stale_rows,public_rows,cert_weight,cert_verified,exact_final_rank,exact_transient_rank,metadata_guard_ns,cert_online_ns,cert_full_ns,local_compute_ns,local_verify_ns,local_update_ns,local_total_ns,total_ns,exact_rank_audit_ns
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,19583,4558167,5111667,2504833,3117292,13750,7648000,17341959,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,18416,4598333,5174500,2246375,1975125,177708,6582875,16376834,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,19208,4730417,4829667,3028833,5792917,0,10611416,20192584,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,15125,4365042,4748583,2347792,2262250,10708,6663333,15794208,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17292,4943709,4273458,2858083,2409250,14250,7353041,16590416,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,15375,4978208,4869583,2318291,1999375,168625,6971125,16836292,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,17000,4853917,5172583,3288958,6725167,0,12035583,22083417,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,15500,4068834,4438500,2213500,2459208,10459,6429625,14954709,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,14709,4256167,4467458,2399334,3366542,14584,7964083,16704000,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,17041,4606417,4699333,2236708,2017750,198541,6589125,15913709,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,18875,4373875,4241416,3036166,6068542,0,10971500,19606500,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,23000,4009333,4561084,2825083,2174875,11083,6756750,15351500,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,15250,4172375,4620709,2466167,3027000,11625,7384500,16194625,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,19416,4385000,4955250,2223708,2273250,169792,6722416,16085542,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,17709,4600209,4110792,2671125,6103875,0,10580417,19310708,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,15541,3823666,4360750,2291584,2152917,12291,6195417,14396667,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,14667,4198875,4373958,2391667,2524042,13250,6667042,15255625,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,14250,4177542,4151500,2038416,1676625,152584,5994541,14338584,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,14000,4198459,4341542,2948542,5947334,0,10645666,19200541,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,14916,4157541,4034708,1996792,2459584,10084,6234791,14443250,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,17209,4493292,4209167,2226750,2598250,7583,6577125,15298167,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,14541,4355500,4312541,2150000,1763166,183917,5884125,14568334,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,16208,4644584,4791209,2908042,5667708,0,10599292,20052375,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,14333,4199917,4519083,2157834,2366500,9208,6272417,15006625,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,14250,4076542,4250917,2254333,2519291,11708,6529042,14871917,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,14875,4016292,4353292,2105292,1674917,161375,5689750,14075125,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,13792,4050417,4318000,3036000,5687958,0,10475792,18858583,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,14875,4307833,4297250,2199125,2468208,8916,6427125,15048416,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,14583,4088916,4362333,2867291,2228208,8667,6854000,15320292,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,13792,4083167,4393667,2054209,1682625,151708,5621084,14112542,0
WIncrease,0,1,true,"accepted",0,1,10,10,1,2,2,2,0,0,10,true,0,0,13958,4112000,4232375,2762209,5710125,0,10386375,18745208,0
TIncrease,0,1,true,"accepted",0,1,10,11,1,1,1,1,0,0,10,true,0,0,13959,3622500,4344625,2167459,2523750,10709,6485875,14467708,0
WDecrease,0,1,true,"accepted",0,1,10,10,1,1,2,0,1,0,10,true,0,0,14625,4107875,4260375,2298666,2352042,10541,6488333,14871750,0
TDecrease,0,1,true,"accepted",0,1,10,9,1,2,3,1,0,1,10,true,0,0,14291,4159417,4221250,2006834,1672500,164500,5585500,13981083,0
